facet_id,facet_raw,facet_normalized,facet_key,catalogue_id,source_qualifier,facet_type,conversation_observable,sensitivity,abstention_reason,scoring_definition,score_anchors,retrieval_text,is_header_like,has_numeric_prefix,has_encoding_artifact,classification_rule
F0201,Concreteness,Concreteness,concreteness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Concreteness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Concreteness. personality trait. Rate how strongly the speaker's own words display the disposition 'Concreteness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0202,Hysteria (Hy),Hysteria (Hy),hysteria hy,,,clinical_mental_health,False,high,requires_clinical_assessment,NOT SCORABLE FROM CONVERSATION. 'Hysteria (Hy)' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,,Hysteria (Hy). clinical mental health. NOT SCORABLE FROM CONVERSATION. 'Hysteria (Hy)' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,False,False,False,clinical_named_scale
F0203,911. Jewish spiritual metric: Sukkot lulav-shaking days,Sukkot lulav-shaking days,sukkot lulav shaking days,911,Jewish spiritual metric,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Sukkot lulav-shaking days' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Sukkot lulav-shaking days. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Sukkot lulav-shaking days' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,True,False,quantified_count_noun
F0204,Sentence Structure,Sentence Structure,sentence structure,,,communication_style,True,low,,"Rate how strongly the speaker's own manner of speaking demonstrates 'Sentence Structure', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Sentence Structure. communication style. Rate how strongly the speaker's own manner of speaking demonstrates 'Sentence Structure', on a 1-5 scale.",False,False,False,communication
F0205,Esteem Needs,Esteem Needs,esteem needs,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Esteem Needs' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Esteem Needs. motivation value. Rate how strongly the speaker expresses 'Esteem Needs' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0206,Understanding mechanical concepts,Understanding mechanical concepts,understanding mechanical concepts,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Understanding mechanical concepts' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Understanding mechanical concepts. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Understanding mechanical concepts' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_academic
F0207,Auditory Memory Recall,Auditory Memory Recall,auditory memory recall,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Auditory Memory Recall' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Auditory Memory Recall. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Auditory Memory Recall' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_score
F0208,Storytelling proficiency,Storytelling proficiency,storytelling proficiency,,,communication_style,True,low,,"Rate how strongly the speaker's own manner of speaking demonstrates 'Storytelling proficiency', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Storytelling proficiency. communication style. Rate how strongly the speaker's own manner of speaking demonstrates 'Storytelling proficiency', on a 1-5 scale.",False,False,False,communication
F0209,Music-lessons years,Music-lessons years,music lessons years,,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Music-lessons years' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Music-lessons years. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Music-lessons years' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,False,False,quantified_count_noun
F0210,Warmheartedness,Warmheartedness,warmheartedness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Warmheartedness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Warmheartedness. personality trait. Rate how strongly the speaker's own words display the disposition 'Warmheartedness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0211,Self-effacement,Self-effacement,self effacement,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Self-effacement', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Self-effacement. personality trait. Rate how strongly the speaker's own words display the disposition 'Self-effacement', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0212,Outspokenness,Outspokenness,outspokenness,,,communication_style,True,low,,"Rate how strongly the speaker's own manner of speaking demonstrates 'Outspokenness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Outspokenness. communication style. Rate how strongly the speaker's own manner of speaking demonstrates 'Outspokenness', on a 1-5 scale.",False,False,False,communication
F0213,Sleep-environment temperature,Sleep-environment temperature,sleep environment temperature,,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Sleep-environment temperature' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Sleep-environment temperature. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Sleep-environment temperature' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,False,False,quantified_count_noun
F0214,Comprehension of spoken information,Comprehension of spoken information,comprehension of spoken information,,,communication_style,True,low,,"Rate how strongly the speaker's own manner of speaking demonstrates 'Comprehension of spoken information', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Comprehension of spoken information. communication style. Rate how strongly the speaker's own manner of speaking demonstrates 'Comprehension of spoken information', on a 1-5 scale.",False,False,False,communication
F0215,Blissfulness,Blissfulness,blissfulness,,,emotional_state,True,medium,,"Rate how strongly the speaker expresses or reports the emotional state 'Blissfulness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Blissfulness. emotional state. Rate how strongly the speaker expresses or reports the emotional state 'Blissfulness', on a 1-5 scale.",False,False,False,emotional
F0216,Sequential Memory Recall,Sequential Memory Recall,sequential memory recall,,,cognitive_test_ability,False,low,requires_standardised_assessment,NOT SCORABLE FROM CONVERSATION. 'Sequential Memory Recall' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,,Sequential Memory Recall. cognitive test ability. NOT SCORABLE FROM CONVERSATION. 'Sequential Memory Recall' is classified as cognitive_test_ability; establishing it requires evidence outside the transcript (requires_standardised_assessment).,False,False,False,cognitive_test_score
F0217,Withdrawnness,Withdrawnness,withdrawnness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Withdrawnness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Withdrawnness. personality trait. Rate how strongly the speaker's own words display the disposition 'Withdrawnness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0218,892. Hindu spiritual metric: Yoga discipline hours / week,Yoga discipline hours / week,yoga discipline hours week,892,Hindu spiritual metric,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Yoga discipline hours / week' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Yoga discipline hours / week. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Yoga discipline hours / week' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,True,False,quantified_unit_bearing
F0219,Conservatism,Conservatism,conservatism,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Conservatism' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Conservatism. motivation value. Rate how strongly the speaker expresses 'Conservatism' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0220,Adaptability and Flexibility Subcomponents:,Adaptability and Flexibility Subcomponents,adaptability and flexibility subcomponents,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Adaptability and Flexibility Subcomponents' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Adaptability and Flexibility Subcomponents. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Adaptability and Flexibility Subcomponents' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0221,898. Hindu spiritual metric: Vrata vows observed / year,Vrata vows observed / year,vrata vows observed year,898,Hindu spiritual metric,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Vrata vows observed / year' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Vrata vows observed / year. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Vrata vows observed / year' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,True,False,quantified_unit_bearing
F0222,Ardency,Ardency,ardency,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Ardency', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Ardency. personality trait. Rate how strongly the speaker's own words display the disposition 'Ardency', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0223,Aesthetic Appreciation,Aesthetic Appreciation,aesthetic appreciation,,,preference_lifestyle,True,medium,,"Rate how strongly the speaker states a preference or habit reflecting 'Aesthetic Appreciation', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Aesthetic Appreciation. preference lifestyle. Rate how strongly the speaker states a preference or habit reflecting 'Aesthetic Appreciation', on a 1-5 scale.",False,False,False,preference_lifestyle
F0224,Transactional Leadership:,Transactional Leadership,transactional leadership,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Transactional Leadership' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Transactional Leadership. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Transactional Leadership' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0225,Value orientation: Universalism,Universalism,universalism,,Value orientation,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Universalism' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Universalism. motivation value. Rate how strongly the speaker expresses 'Universalism' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0226,Perseverance,Perseverance,perseverance,,,behavioral_tendency,True,low,,"Rate how strongly the speaker describes acting in ways characteristic of 'Perseverance', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Perseverance. behavioral tendency. Rate how strongly the speaker describes acting in ways characteristic of 'Perseverance', on a 1-5 scale.",False,False,False,behavioral_tendency
F0227,Regularity of Self-Reflection,Regularity of Self-Reflection,regularity of self reflection,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Regularity of Self-Reflection', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Regularity of Self-Reflection. personality trait. Rate how strongly the speaker's own words display the disposition 'Regularity of Self-Reflection', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0228,Controlling Reactions,Controlling Reactions,controlling reactions,,,behavioral_tendency,True,low,,"Rate how strongly the speaker describes acting in ways characteristic of 'Controlling Reactions', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Controlling Reactions. behavioral tendency. Rate how strongly the speaker describes acting in ways characteristic of 'Controlling Reactions', on a 1-5 scale.",False,False,False,behavioral_tendency
F0229,Psychological construct: Cultural Intelligence – Behavioral,Cultural Intelligence - Behavioral,cultural intelligence behavioral,,Psychological construct,behavioral_tendency,True,low,,"Rate how strongly the speaker describes acting in ways characteristic of 'Cultural Intelligence - Behavioral', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Cultural Intelligence - Behavioral. behavioral tendency. Rate how strongly the speaker describes acting in ways characteristic of 'Cultural Intelligence - Behavioral', on a 1-5 scale.",False,False,True,behavioral_tendency
F0230,Metabolic Rate (Low or High),Metabolic Rate (Low or High),metabolic rate low or high,,,biometric_physiological,False,high,requires_biometric_measurement,NOT SCORABLE FROM CONVERSATION. 'Metabolic Rate (Low or High)' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,,Metabolic Rate (Low or High). biometric physiological. NOT SCORABLE FROM CONVERSATION. 'Metabolic Rate (Low or High)' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,False,False,False,biomarker_named_analyte
F0231,Dietary Habits,Dietary Habits,dietary habits,,,preference_lifestyle,True,medium,,"Rate how strongly the speaker states a preference or habit reflecting 'Dietary Habits', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Dietary Habits. preference lifestyle. Rate how strongly the speaker states a preference or habit reflecting 'Dietary Habits', on a 1-5 scale.",False,False,False,preference_lifestyle
F0232,Significance: Desire to make an impact,Significance: Desire to make an impact,significance desire to make an impact,,,motivation_value,True,low,,"Rate how strongly the speaker expresses 'Significance: Desire to make an impact' as a driver or held value, on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Significance: Desire to make an impact. motivation value. Rate how strongly the speaker expresses 'Significance: Desire to make an impact' as a driver or held value, on a 1-5 scale.",False,False,False,motivation
F0233,Psychological construct: Resilience-Trait score,Resilience-Trait score,resilience trait score,,Psychological construct,psychometric_instrument_score,False,low,psychometric_instrument_scale,NOT SCORABLE FROM CONVERSATION. 'Resilience-Trait score' is classified as psychometric_instrument_score; establishing it requires evidence outside the transcript (psychometric_instrument_scale).,,Resilience-Trait score. psychometric instrument score. NOT SCORABLE FROM CONVERSATION. 'Resilience-Trait score' is classified as psychometric_instrument_score; establishing it requires evidence outside the transcript (psychometric_instrument_scale).,False,False,False,psychometric_instrument_output
F0234,Boredom Susceptibility,Boredom Susceptibility,boredom susceptibility,,,emotional_state,True,medium,,"Rate how strongly the speaker expresses or reports the emotional state 'Boredom Susceptibility', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Boredom Susceptibility. emotional state. Rate how strongly the speaker expresses or reports the emotional state 'Boredom Susceptibility', on a 1-5 scale.",False,False,False,emotional
F0235,Psychological construct: Consummatory Pleasure scale,Consummatory Pleasure scale,consummatory pleasure scale,,Psychological construct,psychometric_instrument_score,False,low,psychometric_instrument_scale,NOT SCORABLE FROM CONVERSATION. 'Consummatory Pleasure scale' is classified as psychometric_instrument_score; establishing it requires evidence outside the transcript (psychometric_instrument_scale).,,Consummatory Pleasure scale. psychometric instrument score. NOT SCORABLE FROM CONVERSATION. 'Consummatory Pleasure scale' is classified as psychometric_instrument_score; establishing it requires evidence outside the transcript (psychometric_instrument_scale).,False,False,False,psychometric_instrument_output
F0236,Leadership Styles and Behaviors:,Leadership Styles and Behaviors,leadership styles and behaviors,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Leadership Styles and Behaviors' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Leadership Styles and Behaviors. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Leadership Styles and Behaviors' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0237,723. I Ching hexagram 5 resonance level,I Ching hexagram 5 resonance level,i ching hexagram 5 resonance level,723,,spiritual_religious_practice_metric,False,medium,requires_quantified_self_report,NOT SCORABLE FROM CONVERSATION. 'I Ching hexagram 5 resonance level' is classified as spiritual_religious_practice_metric; establishing it requires evidence outside the transcript (requires_quantified_self_report).,,I Ching hexagram 5 resonance level. spiritual religious practice metric. NOT SCORABLE FROM CONVERSATION. 'I Ching hexagram 5 resonance level' is classified as spiritual_religious_practice_metric; establishing it requires evidence outside the transcript (requires_quantified_self_report).,False,True,False,spiritual_practice_named
F0238,Macronutrient ratio: carbs,carbs,carbs,,Macronutrient ratio,biometric_physiological,False,high,requires_biometric_measurement,NOT SCORABLE FROM CONVERSATION. 'carbs' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,,carbs. biometric physiological. NOT SCORABLE FROM CONVERSATION. 'carbs' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,False,False,False,biomarker_named_analyte
F0239,Passport-stamps count,Passport-stamps count,passport stamps count,,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Passport-stamps count' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Passport-stamps count. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Passport-stamps count' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,False,False,quantified_count_noun
F0240,Local-food sourcing %,Local-food sourcing %,local food sourcing,,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Local-food sourcing %' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Local-food sourcing %. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Local-food sourcing %' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,False,False,quantified_unit_bearing
F0241,Patient care orientation,Patient care orientation,patient care orientation,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Patient care orientation', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Patient care orientation. personality trait. Rate how strongly the speaker's own words display the disposition 'Patient care orientation', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0242,Soft-skill training hours,Soft-skill training hours,soft skill training hours,,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Soft-skill training hours' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Soft-skill training hours. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Soft-skill training hours' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,False,False,quantified_count_noun
F0243,Graffiti appreciation,Graffiti appreciation,graffiti appreciation,,,preference_lifestyle,True,medium,,"Rate how strongly the speaker states a preference or habit reflecting 'Graffiti appreciation', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Graffiti appreciation. preference lifestyle. Rate how strongly the speaker states a preference or habit reflecting 'Graffiti appreciation', on a 1-5 scale.",False,False,False,preference_lifestyle
F0244,Preference for Home-Cooked vs Restaurant Meals,Preference for Home-Cooked vs Restaurant Meals,preference for home cooked vs restaurant meals,,,preference_lifestyle,True,medium,,"Rate how strongly the speaker states a preference or habit reflecting 'Preference for Home-Cooked vs Restaurant Meals', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Preference for Home-Cooked vs Restaurant Meals. preference lifestyle. Rate how strongly the speaker states a preference or habit reflecting 'Preference for Home-Cooked vs Restaurant Meals', on a 1-5 scale.",False,False,False,preference_lifestyle
F0245,Immune-response age,Immune-response age,immune response age,,,biometric_physiological,False,high,requires_biometric_measurement,NOT SCORABLE FROM CONVERSATION. 'Immune-response age' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,,Immune-response age. biometric physiological. NOT SCORABLE FROM CONVERSATION. 'Immune-response age' is classified as biometric_physiological; establishing it requires evidence outside the transcript (requires_biometric_measurement).,False,False,False,biomarker_named_analyte
F0246,Social-cognition variable: Cognitive Empathy,Cognitive Empathy,cognitive empathy,,Social-cognition variable,interpersonal,True,low,,"Rate how strongly the speaker describes relating to others in terms of 'Cognitive Empathy', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Cognitive Empathy. interpersonal. Rate how strongly the speaker describes relating to others in terms of 'Cognitive Empathy', on a 1-5 scale.",False,False,False,interpersonal
F0247,Kink-interest diversity,Kink-interest diversity,kink interest diversity,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Kink-interest diversity', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Kink-interest diversity. personality trait. Rate how strongly the speaker's own words display the disposition 'Kink-interest diversity', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0248,Adaptability and Flexibility:,Adaptability and Flexibility,adaptability and flexibility,,,instrument_or_scale_header,False,low,malformed_or_header_row,NOT SCORABLE FROM CONVERSATION. 'Adaptability and Flexibility' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,,Adaptability and Flexibility. instrument or scale header. NOT SCORABLE FROM CONVERSATION. 'Adaptability and Flexibility' is classified as instrument_or_scale_header; establishing it requires evidence outside the transcript (malformed_or_header_row).,True,False,False,structural_header
F0249,Judging Consequences,Judging Consequences,judging consequences,,,cognitive_style,True,low,,"Rate how strongly the speaker's reasoning in this conversation exhibits 'Judging Consequences', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Judging Consequences. cognitive style. Rate how strongly the speaker's reasoning in this conversation exhibits 'Judging Consequences', on a 1-5 scale.",False,False,False,cognitive_style
F0250,Harmfulness,Harmfulness,harmfulness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Harmfulness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Harmfulness. personality trait. Rate how strongly the speaker's own words display the disposition 'Harmfulness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0251,Affinity,Affinity,affinity,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Affinity', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Affinity. personality trait. Rate how strongly the speaker's own words display the disposition 'Affinity', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0252,Abasement,Abasement,abasement,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Abasement', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Abasement. personality trait. Rate how strongly the speaker's own words display the disposition 'Abasement', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0253,Chronic pain presence,Chronic pain presence,chronic pain presence,,,clinical_mental_health,False,high,requires_clinical_assessment,NOT SCORABLE FROM CONVERSATION. 'Chronic pain presence' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,,Chronic pain presence. clinical mental health. NOT SCORABLE FROM CONVERSATION. 'Chronic pain presence' is classified as clinical_mental_health; establishing it requires evidence outside the transcript (requires_clinical_assessment).,False,False,False,clinical_named_scale
F0254,520. Discernment practice hours / week,Discernment practice hours / week,discernment practice hours week,520,,quantified_activity_metric,False,low,requires_external_records,NOT SCORABLE FROM CONVERSATION. 'Discernment practice hours / week' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,,Discernment practice hours / week. quantified activity metric. NOT SCORABLE FROM CONVERSATION. 'Discernment practice hours / week' is classified as quantified_activity_metric; establishing it requires evidence outside the transcript (requires_external_records).,False,True,False,quantified_unit_bearing
F0255,Initiative,Initiative,initiative,,,behavioral_tendency,True,low,,"Rate how strongly the speaker describes acting in ways characteristic of 'Initiative', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Initiative. behavioral tendency. Rate how strongly the speaker describes acting in ways characteristic of 'Initiative', on a 1-5 scale.",False,False,False,behavioral_tendency
F0256,Courageousness,Courageousness,courageousness,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Courageousness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Courageousness. personality trait. Rate how strongly the speaker's own words display the disposition 'Courageousness', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
F0257,Joyfulness,Joyfulness,joyfulness,,,emotional_state,True,medium,,"Rate how strongly the speaker expresses or reports the emotional state 'Joyfulness', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Joyfulness. emotional state. Rate how strongly the speaker expresses or reports the emotional state 'Joyfulness', on a 1-5 scale.",False,False,False,emotional
F0258,Suspicion,Suspicion,suspicion,,,personality_trait,True,low,,"Rate how strongly the speaker's own words display the disposition 'Suspicion', on a 1-5 scale.","1=no or very weak evidence | 2=weak / passing evidence | 3=moderate, explicit evidence | 4=strong, elaborated evidence | 5=very strong, repeated or richly detailed evidence","Suspicion. personality trait. Rate how strongly the speaker's own words display the disposition 'Suspicion', on a 1-5 scale.",False,False,False,fallback_bare_trait_noun
